split,file_name,class_id,class_name,bbox_width_norm,bbox_height_norm,bbox_area_norm,bbox_width_px,bbox_height_px,bbox_area_px,image_width,image_height
train,2.png,7,Nut,0.016509,0.028973,0.00047831525699999994,23.525325,25.206509999999998,592.9913398657499,1425,870
train,2.png,4,Wrench,0.316038,0.525374,0.166038148212,450.35415,457.07538,205845.794245827,1425,870
train,21.png,10,Washer,0.034488,0.05913,0.00203927544,38.316168,48.250080000000004,1848.75817129344,1111,816
train,21.png,7,Nut,0.042152,0.053913,0.0022725407760000003,46.830872,43.993008,2060.2309265429762,1111,816
train,21.png,7,Nut,0.035766,0.048696,0.0017416611360000001,39.736026,39.735936,1578.9481860303363,1111,816
train,21.png,7,Nut,0.034488,0.048696,0.001679427648,38.316168,39.735936,1522.528799413248,1111,816
train,21.png,7,Nut,0.025547,0.057391,0.001466167877,28.382717,46.831056,1329.1926092591518,1111,816
train,22.png,7,Nut,0.03137,0.057391,0.00180035567,36.60879,48.323222,1769.05468632138,1167,842
train,22.png,7,Nut,0.035134,0.052174,0.001833081316,41.001377999999995,43.930507999999996,1801.2113642400236,1167,842
train,22.png,10,Washer,0.03388,0.048696,0.0016498204800000002,39.53796,41.002032,1621.13670113472,1167,842
train,23.png,7,Nut,0.035377,0.049801,0.0017618099769999998,41.992498999999995,39.193387,1645.8282644041128,1187,787
train,23.png,7,Nut,0.042453,0.058694,0.002491736382,50.391710999999994,46.192178000000006,2327.702884236558,1187,787
train,23.png,7,Nut,0.022406,0.056915,0.00127523749,26.595921999999998,44.792105,1191.2873307958098,1187,787
train,23.png,7,Nut,0.028302,0.040908,0.001157778216,33.594474,32.194596,1081.5605182625038,1187,787
train,23.png,7,Nut,0.023585,0.042687,0.001006772895,27.995395,33.594669,940.496028549255,1187,787
train,24.png,7,Nut,0.041904,0.053913,0.002259170352,45.96868799999999,44.532138,2047.0839576949438,1097,826
train,24.png,7,Nut,0.037976,0.046957,0.0017832390320000001,41.659672,38.786482,1615.832118153904,1097,826
train,24.png,7,Nut,0.031428,0.038261,0.0012024667080000001,34.476516,31.603586000000004,1089.581538386376,1097,826
train,24.png,7,Nut,0.0275,0.041739,0.0011478225,30.1675,34.476414,1040.067219345,1097,826
train,24.png,7,Nut,0.0275,0.045217,0.0012434675,30.1675,37.349242,1126.7332580349998,1097,826
train,25.png,7,Nut,0.03066,0.051034,0.00156470244,41.57496,38.377568000000004,1595.54585449728,1356,752
train,25.png,10,Washer,0.023585,0.051034,0.00120363689,31.98126,38.377568000000004,1227.36298037568,1356,752
train,25.png,7,Nut,0.027123,0.044655,0.001211177565,36.778788,33.58056,1235.05229716128,1356,752
train,25.png,7,Nut,0.018868,0.040402,0.0007623049359999999,25.585008,30.382304,777.331490898432,1356,752
train,25.png,3,Wheel Support,0.102594,0.259421,0.026615038074,139.117464,195.08459200000001,27139.67370451469,1356,752
train,26.png,2,Wheel,0.133255,0.256897,0.034232809735,193.21975,213.738304,41298.461664304,1450,832
train,26.png,7,Nut,0.034198,0.049324,0.001686782152,49.5871,41.037568,2034.9339881728,1450,832
train,26.png,7,Nut,0.029481,0.05549,0.0016359006899999999,42.74745,46.16768,1973.550592416,1450,832
train,27.png,7,Nut,0.018868,0.030634,0.000578002312,24.660476,24.66037,608.13646253612,1307,805
train,27.png,7,Nut,0.022406,0.034463,0.000772177978,29.284641999999998,27.742715,812.43547688303,1307,805
train,27.png,7,Nut,0.020047,0.030634,0.000614119798,26.201428999999997,24.66037,646.13693366873,1307,805
train,27.png,7,Nut,0.018868,0.032549,0.0006141345320000001,24.660476,26.201945000000002,646.15243582582,1307,805
train,27.png,7,Nut,0.020047,0.034463,0.0006908797609999999,26.201428999999997,27.742715,726.8987773397349,1307,805
train,27.png,0,Bolt,0.089623,0.061268,0.005491021964,117.137261,49.32074,5777.2963940931395,1307,805
train,27.png,0,Bolt,0.040094,0.10339,0.004145318659999999,52.402857999999995,83.22895,4361.4348483390995,1307,805
train,27.png,0,Bolt,0.022406,0.109134,0.002445256404,29.284641999999998,87.85287,2572.7398466225395,1307,805
train,27.png,0,Bolt,0.027123,0.109134,0.002960041482,35.449761,87.85287,3114.36324466407,1307,805
train,27.png,7,Nut,0.018868,0.045951,0.000867003468,24.660476,36.990555,912.20469380418,1307,805
train,28.png,6,Flange,0.096698,0.127246,0.012304433708,128.12485,106.25041,13613.317843688501,1325,835
train,28.png,2,Wheel,0.188679,0.231474,0.04367428284600001,249.99967500000002,193.28079000000002,48320.13468374326,1325,835
train,28.png,4,Wrench,0.193396,0.377994,0.073102527624,256.2497,315.62499,80878.809000003,1325,835
train,29.png,2,Wheel,0.088443,0.182356,0.016128111708,122.93576999999999,145.88479999999998,17934.460219295997,1390,800
train,29.png,0,Bolt,0.09434,0.106545,0.0100514553,131.1326,85.236,11177.2182936,1390,800
train,31.png,7,Nut,0.029481,0.042565,0.001254858765,41.450286,34.81817,1443.22310449662,1406,818
train,31.png,7,Nut,0.024764,0.042565,0.00105407966,34.818184,34.81817,1212.30544960328,1406,818
train,31.png,7,Nut,0.024764,0.046619,0.0011544729160000002,34.818184,38.134342000000004,1327.7685364749282,1406,818
train,31.png,2,Wheel,0.084906,0.202692,0.017209766952,119.37783599999999,165.80205600000002,19793.090649630816,1406,818
train,32.png,7,Nut,0.033019,0.060432,0.001995404208,45.632258,50.521152,2305.3942425212163,1382,836
train,33.png,6,Flange,0.021226,0.036791,0.0007809257659999999,29.652721999999997,29.653546,879.3083558522119,1397,806
train,34.png,6,Flange,0.034669,0.055652,0.001929399188,41.25611,45.523336,1878.11575758296,1190,818
train,4.png,3,Wheel Support,0.180425,0.287896,0.0519436358,249.888625,254.78796,63668.612990955,1385,885
train,4.png,4,Wrench,0.22382,0.469549,0.10509445717999999,309.9907,415.550865,128816.9035269555,1385,885
train,5.png,3,Wheel Support,0.136238,0.250435,0.03411876353,189.643296,241.66977500000002,45831.0526745784,1392,965
train,5.png,4,Wrench,0.261625,0.58087,0.15197011375,364.182,560.53955,204138.4143981,1392,965
train,5.png,3,Wheel Support,0.126593,0.243478,0.030822610454,176.21745600000003,234.95627,41403.396170649125,1392,965
train,5.png,7,Nut,0.013262,0.029565,0.00039209103,18.460704,28.530225,526.6880387784,1392,965
train,6.png,3,Wheel Support,0.150943,0.290544,0.043855582992,201.056076,251.32056000000003,50529.525611722565,1332,865
train,7.png,3,Wheel Support,0.134434,0.26332,0.03539916088,162.261838,210.656,34181.429745728004,1207,800
train,7.png,3,Wheel Support,0.136792,0.21884,0.029935561280000002,165.107944,175.072,28905.777971968,1207,800
train,7.png,3,Wheel Support,0.154481,0.268657,0.041502402017,186.45856700000002,214.92559999999997,40074.7193876152,1207,800
train,7.png,3,Wheel Support,0.195755,0.291787,0.057118764185000004,236.276285,233.42960000000002,55153.87869703601,1207,800
train,8.png,3,Wheel Support,0.157014,0.238261,0.037410312653999994,148.064202,182.746187,27058.16834669777,943,767
train,8.png,3,Wheel Support,0.162672,0.26087,0.04243624464,153.399696,200.08729,30693.32945946384,943,767
train,8.png,3,Wheel Support,0.23057,0.253913,0.05854472041,217.42750999999998,194.751271,42344.28392286521,943,767
train,8.png,3,Wheel Support,0.273007,0.335652,0.091635345564,257.445601,257.445084,66278.10437487549,943,767
train,9.png,3,Wheel Support,0.191127,0.28,0.053515560000000004,187.686714,198.8,37312.1187432,982,710
train,9.png,3,Wheel Support,0.176038,0.276522,0.048678379836,172.869316,196.33061999999998,33939.539989255914,982,710
train,9.png,2,Wheel,0.25777,0.316522,0.08158987594,253.13014,224.73062000000002,56886.09330288681,982,710
train,9.png,3,Wheel Support,0.198472,0.295652,0.05867864374400001,194.899504,209.91292,40911.92399119168,982,710
train,frame_0001_3.128.jpg,1,Frame,0.504174,0.69913,0.35248316862,806.6784,838.956,676767.6837504,1600,1200
train,frame_0002_3.480.jpg,1,Frame,0.552434,0.793043,0.438103916662,883.8944,951.6516,841159.51999104,1600,1200
train,frame_0004_4.405.jpg,1,Frame,0.523739,0.673043,0.35249886777699996,837.9823999999999,807.6515999999999,676797.8261318398,1600,1200
train,frame_0005_4.479.jpg,1,Frame,0.558956,0.626087,0.34995508517199997,894.3296,751.3044,671913.76353024,1600,1200
train,frame_0006_5.290.jpg,1,Frame,0.643043,0.655652,0.42161242903600005,1028.8688,786.7824,809495.86374912,1600,1200
train,frame_0007_5.646.jpg,1,Frame,0.601304,0.645217,0.387971562968,962.0863999999999,774.2604,744905.40089856,1600,1200
train,frame_0007_5.646.jpg,3,Wheel Support,0.09913,0.137391,0.01361956983,158.608,164.8692,26149.5740736,1600,1200
train,frame_0007_5.646.jpg,3,Wheel Support,0.136957,0.173913,0.023818602741000002,219.13119999999998,208.6956,45731.71726272,1600,1200
train,frame_0009_5.748.jpg,3,Wheel Support,0.133043,0.189565,0.025220296295,212.8688,227.478,48422.9688864,1600,1200
train,frame_0009_5.748.jpg,1,Frame,0.636522,0.62087,0.39519741414000004,1018.4352,745.0440000000001,758779.0351488001,1600,1200
train,frame_0010_6.167.jpg,1,Frame,0.607826,0.586087,0.356238916862,972.5215999999999,703.3044,683978.72037504,1600,1200
train,frame_0011_6.180.jpg,1,Frame,0.575217,0.546087,0.31411852587899997,920.3471999999999,655.3044,603107.56968768,1600,1200
train,frame_0012_6.205.jpg,1,Frame,0.6,0.626087,0.37565219999999994,960.0,751.3044,721252.2239999999,1600,1200
train,frame_0013_7.009.jpg,1,Frame,0.598696,0.65913,0.39461849448,957.9136,790.956,757667.5094016,1600,1200
train,frame_0013_7.009.jpg,3,Wheel Support,0.12,0.172174,0.02066088,192.0,206.6088,39668.8896,1600,1200
train,frame_0013_7.009.jpg,3,Wheel Support,0.116087,0.210435,0.024428767845,185.73919999999998,252.52200000000002,46903.2342624,1600,1200
train,frame_0014_7.520.jpg,3,Wheel Support,0.139565,0.154782,0.02160214983,223.304,185.7384,41476.1276736,1600,1200
train,frame_0014_7.520.jpg,3,Wheel Support,0.166957,0.22087,0.03687579259,267.1312,265.04400000000004,70801.5217728,1600,1200
train,frame_0016_7.966.jpg,3,Wheel Support,0.166957,0.24,0.040069679999999996,267.1312,288.0,76933.78559999999,1600,1200
train,frame_0017_8.264.jpg,3,Wheel Support,0.168261,0.238261,0.040090034121,269.2176,285.9132,76972.86551232,1600,1200
train,frame_0018_8.437.jpg,3,Wheel Support,0.190435,0.217391,0.041398855085,304.69599999999997,260.8692,79485.80176319998,1600,1200
train,frame_0021_8.915.jpg,3,Wheel Support,0.142174,0.210435,0.02991838569,227.4784,252.52200000000002,57443.300524800004,1600,1200
train,frame_0024_10.129.jpg,2,Wheel,0.172174,0.132174,0.022756926276,275.47839999999997,158.60880000000003,43693.29844992,1600,1200
train,frame_0026_10.329.jpg,2,Wheel,0.136957,0.126957,0.017387649848999997,219.13119999999998,152.34839999999997,33384.28771007999,1600,1200
train,frame_0029_11.227.jpg,2,Wheel,0.15913,0.194783,0.03099581879,254.608,233.73960000000002,59511.972076800004,1600,1200
train,frame_0030_11.266.jpg,2,Wheel,0.143478,0.229565,0.03293752707,229.5648,275.478,63240.0519744,1600,1200
train,frame_0031_11.300.jpg,2,Wheel,0.151304,0.26087,0.039470674479999995,242.0864,313.044,75783.69500159999,1600,1200
train,frame_0034_11.826.jpg,3,Wheel Support,0.228261,0.286957,0.065501091777,365.2176,344.3484,125762.09621184,1600,1200
train,frame_0036_12.101.jpg,3,Wheel Support,0.221739,0.255652,0.056688018827999995,354.7824,306.7824,108840.99614976,1600,1200
train,frame_0037_12.339.jpg,3,Wheel Support,0.108956,0.135652,0.014780099311999998,174.3296,162.7824,28377.790679039997,1600,1200
train,frame_0037_12.339.jpg,1,Frame,0.537391,0.448696,0.24112519213599998,859.8255999999999,538.4352,462960.36890112,1600,1200
train,frame_0039_12.911.jpg,3,Wheel Support,0.136957,0.191304,0.026200421927999998,219.13119999999998,229.5648,50304.81010175999,1600,1200
train,frame_0040_13.317.jpg,3,Wheel Support,0.127826,0.182609,0.023342178034,204.52159999999998,219.1308,44816.981825279996,1600,1200
train,frame_0041_13.868.jpg,3,Wheel Support,0.147391,0.182609,0.026914923118999998,235.82559999999998,219.1308,51676.65238848,1600,1200
train,frame_0041_13.868.jpg,2,Wheel,0.087391,0.135652,0.011854763931999999,139.8256,162.7824,22761.146749440002,1600,1200
train,frame_0041_13.868.jpg,2,Wheel,0.078261,0.09913,0.00775801293,125.21759999999999,118.95599999999999,14895.384825599998,1600,1200
train,frame_0041_13.868.jpg,6,Flange,0.043043,0.057391,0.002470280813,68.8688,68.86919999999999,4742.939160959999,1600,1200
train,frame_0041_13.868.jpg,6,Flange,0.037826,0.053913,0.002039313138,60.5216,64.6956,3915.48122496,1600,1200
train,frame_0041_13.868.jpg,6,Flange,0.035217,0.067826,0.0023886282419999997,56.3472,81.3912,4586.16622464,1600,1200
train,frame_0041_13.868.jpg,5,Box,0.220435,0.375652,0.08280684862,352.69599999999997,450.7824,158989.1493504,1600,1200
train,frame_0041_13.868.jpg,5,Box,0.155217,0.208696,0.032393167032,248.3472,250.43519999999998,62194.88070143999,1600,1200
train,frame_0041_13.868.jpg,5,Box,0.114783,0.241739,0.027747527637,183.65279999999998,290.08680000000004,53275.25306304,1600,1200
train,frame_0041_13.868.jpg,5,Box,0.181304,0.215652,0.039098570208,290.08639999999997,258.7824,75069.25479935999,1600,1200
train,frame_0041_13.868.jpg,5,Box,0.224348,0.441739,0.099103261172,358.9568,530.0868,190278.26145024,1600,1200
train,frame_0041_13.868.jpg,3,Wheel Support,0.147391,0.205217,0.030247138847,235.82559999999998,246.2604,58074.50658623999,1600,1200
train,frame_0043_14.980.jpg,3,Wheel Support,0.114783,0.172174,0.019762648241999997,183.65279999999998,206.6088,37944.28462464,1600,1200
train,frame_0043_14.980.jpg,3,Wheel Support,0.157826,0.212174,0.033486573724,252.52159999999998,254.6088,64294.221550079994,1600,1200
train,frame_0043_14.980.jpg,2,Wheel,0.076957,0.128696,0.009904058072,123.13119999999999,154.4352,19015.79149824,1600,1200
train,frame_0044_15.059.jpg,2,Wheel,0.087391,0.114783,0.010031001153,139.8256,137.7396,19259.52221376,1600,1200
train,frame_0045_15.953.jpg,5,Box,0.194348,0.361739,0.070303251172,310.9568,434.0868,134982.24225024,1600,1200
train,frame_0045_15.953.jpg,3,Wheel Support,0.142174,0.16,0.02274784,227.4784,192.0,43675.8528,1600,1200
train,frame_0048_16.622.jpg,5,Box,0.242609,0.337391,0.081854093119,388.1744,404.8692,157159.85878848,1600,1200
train,frame_0050_17.404.jpg,4,Wrench,0.461739,0.194783,0.089938907637,738.7824,233.73960000000002,172682.70266304002,1600,1200
train,frame_0051_17.719.jpg,4,Wrench,0.427826,0.196522,0.08407722117199999,684.5215999999999,235.8264,161428.26465024,1600,1200
train,frame_0051_17.719.jpg,2,Wheel,0.084783,0.12,0.01017396,135.65279999999998,144.0,19534.0032,1600,1200
train,frame_0051_17.719.jpg,2,Wheel,0.079565,0.095652,0.0076105513799999995,127.304,114.7824,14612.2586496,1600,1200
train,frame_0051_17.719.jpg,2,Wheel,0.074348,0.104348,0.007758065103999999,118.9568,125.21759999999999,14895.484999679999,1600,1200
train,frame_0051_17.719.jpg,3,Wheel Support,0.078261,0.175652,0.013746701172,125.21759999999999,210.7824,26393.666250239996,1600,1200
train,frame_0051_17.719.jpg,3,Wheel Support,0.09,0.107826,0.00970434,144.0,129.3912,18632.3328,1600,1200
train,frame_0052_18.046.jpg,2,Wheel,0.104348,0.132174,0.013792092552,166.9568,158.60880000000003,26480.81769984,1600,1200
train,frame_0052_18.046.jpg,2,Wheel,0.084783,0.121739,0.010321397637,135.65279999999998,146.0868,19817.08346304,1600,1200
train,frame_0053_18.200.jpg,4,Wrench,0.341739,0.233043,0.079639881777,546.7824,279.6516,152908.57301184,1600,1200
train,frame_0055_18.542.jpg,4,Wrench,0.386087,0.257391,0.099375319017,617.7392,308.8692,190800.61251264,1600,1200
train,frame_0056_18.916.jpg,4,Wrench,0.366522,0.224,0.082100928,586.4352,268.8,157633.78176,1600,1200
train,frame_0056_18.916.jpg,5,Box,0.20087,0.316522,0.06357977414,321.392,379.82640000000004,122073.1663488,1600,1200
train,frame_0056_18.916.jpg,3,Wheel Support,0.086087,0.165217,0.014223035879,137.73919999999998,198.2604,27308.228887679998,1600,1200
train,frame_0059_19.774.jpg,3,Wheel Support,0.136957,0.210435,0.028820546295,219.13119999999998,252.52200000000002,55335.4488864,1600,1200
train,frame_0059_19.774.jpg,3,Wheel Support,0.109565,0.18087,0.01981702155,175.304,217.044,38048.681376,1600,1200
train,frame_0061_20.013.jpg,2,Wheel,0.031304,0.04,0.00125216,50.0864,48.0,2404.1472,1600,1200
train,frame_0062_20.071.jpg,5,Box,0.259565,0.422609,0.109694505085,415.304,507.1308,210613.44976319998,1600,1200
train,frame_0062_20.071.jpg,6,Flange,0.044348,0.071304,0.003162189792,70.9568,85.5648,6071.404400640001,1600,1200
train,frame_0062_20.071.jpg,6,Flange,0.054783,0.071304,0.003906247032,87.6528,85.5648,7499.9943014400005,1600,1200
train,frame_0062_20.071.jpg,6,Flange,0.036522,0.062609,0.002286605898,58.435199999999995,75.1308,4390.283324159999,1600,1200
train,frame_0062_20.071.jpg,3,Wheel Support,0.104348,0.198261,0.020688138828,166.9568,237.9132,39721.226549759995,1600,1200
train,frame_0062_20.071.jpg,3,Wheel Support,0.118696,0.212174,0.025184205104,189.9136,254.6088,48353.67379968,1600,1200
train,frame_0063_20.192.jpg,3,Wheel Support,0.076957,0.191304,0.014722181927999999,123.13119999999999,229.5648,28266.589301759996,1600,1200
train,frame_0063_20.192.jpg,3,Wheel Support,0.104348,0.177391,0.018510396068,166.9568,212.86919999999998,35539.96045055999,1600,1200
train,frame_0065_20.820.jpg,3,Wheel Support,0.14087,0.187826,0.026459048619999998,225.392,225.3912,50801.3733504,1600,1200
train,frame_0065_20.820.jpg,3,Wheel Support,0.114783,0.166957,0.019163825330999997,183.65279999999998,200.3484,36794.54463552,1600,1200
train,frame_0066_21.024.jpg,3,Wheel Support,0.103043,0.156522,0.016128496446,164.8688,187.8264,30966.71317632,1600,1200
train,frame_0067_21.157.jpg,5,Box,0.237391,0.377391,0.08958922688099999,379.8256,452.8692,172011.31561152,1600,1200
train,frame_0068_21.690.jpg,3,Wheel Support,0.134348,0.206957,0.027804259036,214.9568,248.3484,53384.17734911999,1600,1200
train,frame_0068_21.690.jpg,3,Wheel Support,0.12913,0.205217,0.02649967121,206.608,246.2604,50879.3687232,1600,1200
train,frame_0068_21.690.jpg,2,Wheel,0.108261,0.149565,0.016192056465,173.2176,179.478,31088.748412800003,1600,1200
train,frame_0069_21.714.jpg,3,Wheel Support,0.121304,0.231304,0.028058100416,194.0864,277.5648,53871.55279872,1600,1200
train,frame_0069_21.714.jpg,3,Wheel Support,0.106957,0.161739,0.017299118223,171.1312,194.08679999999998,33214.306988159995,1600,1200
train,frame_0071_21.969.jpg,3,Wheel Support,0.121304,0.166957,0.020252551927999997,194.0864,200.3484,38884.89970176,1600,1200
train,frame_0072_22.018.jpg,3,Wheel Support,0.126522,0.194783,0.024644334726,202.43519999999998,233.73960000000002,47317.12267392,1600,1200
train,frame_0073_22.050.jpg,3,Wheel Support,0.101739,0.201739,0.020524724121,162.7824,242.0868,39407.47031232,1600,1200
train,frame_0077_23.045.jpg,3,Wheel Support,0.106957,0.173913,0.018601212741,171.1312,208.6956,35714.328462720005,1600,1200
train,frame_0078_23.184.jpg,3,Wheel Support,0.108261,0.187826,0.020334230585999997,173.2176,225.3912,39041.72272512,1600,1200
train,frame_0080_23.253.jpg,10,Washer,0.036522,0.050435,0.00184198707,58.435199999999995,60.522,3536.6151743999994,1600,1200
train,frame_0081_23.703.jpg,3,Wheel Support,0.118696,0.2,0.023739200000000002,189.9136,240.0,45579.264,1600,1200
train,frame_0082_24.173.jpg,3,Wheel Support,0.104348,0.186087,0.019417806276,166.9568,223.30440000000002,37282.18804992,1600,1200
train,frame_0083_24.265.jpg,1,Frame,0.725217,0.459478,0.333221256726,1160.3472,551.3736,639784.8129139199,1600,1200
train,frame_0083_24.265.jpg,3,Wheel Support,0.113478,0.182609,0.020722104101999997,181.5648,219.1308,39786.43987584,1600,1200
train,frame_0084_25.109.jpg,3,Wheel Support,0.172174,0.196522,0.033835978828,275.47839999999997,235.8264,64965.079349759995,1600,1200
train,frame_0084_25.109.jpg,3,Wheel Support,0.143478,0.226087,0.032438510586,229.5648,271.3044,62281.94032511999,1600,1200
train,frame_0084_25.109.jpg,2,Wheel,0.118696,0.146087,0.017339942552,189.9136,175.3044,33292.68969984,1600,1200
train,frame_0084_25.109.jpg,2,Wheel,0.109565,0.137391,0.015053244915000001,175.304,164.8692,28902.230236800002,1600,1200
train,frame_0086_25.757.jpg,3,Wheel Support,0.125217,0.193043,0.024172265330999997,200.3472,231.6516,46410.749435519996,1600,1200
train,frame_0087_25.995.jpg,3,Wheel Support,0.165652,0.172174,0.028520967448,265.0432,206.6088,54760.257500160005,1600,1200
train,frame_0087_25.995.jpg,3,Wheel Support,0.146087,0.168696,0.024644292552,233.73919999999998,202.4352,47317.041699839996,1600,1200
train,frame_0087_25.995.jpg,3,Wheel Support,0.133043,0.184348,0.024526210964,212.8688,221.2176,47090.32505088,1600,1200
train,frame_0087_25.995.jpg,3,Wheel Support,0.125217,0.186087,0.023301255878999998,200.3472,223.30440000000002,44738.41128768,1600,1200
train,frame_0089_26.003.jpg,3,Wheel Support,0.142174,0.2,0.0284348,227.4784,240.0,54594.816,1600,1200
train,frame_0089_26.003.jpg,1,Frame,0.679565,0.728696,0.49519629723999997,1087.3039999999999,874.4352,950776.8907007999,1600,1200
train,frame_0090_26.021.jpg,1,Frame,0.692609,0.702609,0.48663331688100003,1108.1744,843.1308,934335.9684115201,1600,1200
train,frame_0091_26.503.jpg,1,Frame,0.667826,0.730435,0.48780348431,1068.5216,876.5219999999999,936582.6898751999,1600,1200
train,frame_0092_26.521.jpg,1,Frame,0.66913,0.746087,0.49922919430999996,1070.608,895.3044,958520.0530752,1600,1200
train,frame_0093_26.535.jpg,1,Frame,0.658696,0.751304,0.4948809395839999,1053.9135999999999,901.5648,950171.4040012799,1600,1200
train,frame_0094_26.618.jpg,1,Frame,0.670435,0.761739,0.510696486465,1072.696,914.0868,980537.2540127999,1600,1200
train,frame_0095_26.740.jpg,1,Frame,0.674348,0.723478,0.48787594234399995,1078.9568,868.1736,936721.80930048,1600,1200
train,frame_0095_26.740.jpg,3,Wheel Support,0.09913,0.203478,0.020170774139999997,158.608,244.1736,38727.8863488,1600,1200
train,frame_0095_26.740.jpg,3,Wheel Support,0.133043,0.187826,0.024988934517999998,212.8688,225.3912,47978.75427456,1600,1200
train,frame_0095_26.740.jpg,3,Wheel Support,0.126522,0.210435,0.026624657070000002,202.43519999999998,252.52200000000002,51119.3415744,1600,1200
train,frame_0095_26.740.jpg,3,Wheel Support,0.165652,0.165217,0.027368526484,265.0432,198.2604,52547.570849280004,1600,1200
train,frame_0096_26.790.jpg,1,Frame,0.656087,0.737391,0.483792649017,1049.7392,884.8692,928881.8861126399,1600,1200
train,frame_0097_26.902.jpg,1,Frame,0.607826,0.661217,0.401904884242,972.5215999999999,793.4604,771657.37774464,1600,1200
train,frame_0101_27.213.jpg,3,Wheel Support,0.12,0.184348,0.02212176,192.0,221.2176,42473.779200000004,1600,1200
train,frame_0101_27.213.jpg,3,Wheel Support,0.091304,0.165217,0.015084972968,146.0864,198.2604,28963.14809856,1600,1200
train,frame_0101_27.213.jpg,3,Wheel Support,0.088086,0.135652,0.011949042072,140.9376,162.7824,22942.16077824,1600,1200
train,frame_0102_27.304.jpg,3,Wheel Support,0.106957,0.194783,0.020833405331,171.1312,233.73960000000002,40000.138235520004,1600,1200
train,frame_0103_27.601.jpg,6,Flange,0.044348,0.053913,0.002390933724,70.9568,64.6956,4590.59275008,1600,1200
train,frame_0104_27.687.jpg,0,Bolt,0.06,0.104348,0.00626088,96.0,125.21759999999999,12020.889599999999,1600,1200
train,frame_0107_28.121.jpg,2,Wheel,0.108261,0.13913,0.01506235293,173.2176,166.95600000000002,28919.717625600002,1600,1200
train,frame_0110_28.419.jpg,2,Wheel,0.12,0.128696,0.01544352,192.0,154.4352,29651.5584,1600,1200
train,frame_0112_29.393.jpg,3,Wheel Support,0.095217,0.158261,0.015069137637000001,152.3472,189.91320000000002,28932.74426304,1600,1200
train,frame_0112_29.393.jpg,3,Wheel Support,0.113478,0.18087,0.02052476586,181.5648,217.044,39407.5504512,1600,1200
train,frame_0112_29.393.jpg,3,Wheel Support,0.155217,0.198261,0.030773477637,248.3472,237.9132,59085.07706303999,1600,1200
train,frame_0112_29.393.jpg,3,Wheel Support,0.125217,0.149565,0.018728080605,200.3472,179.478,35957.9147616,1600,1200
